zip_code,state,county,lat,lon,city,population,median_income,median_age,housing_units,density,pop_color,income_color,age_color,housing_color,density_color
19192,PA,Philadelphia,39.9511,-75.1676,Philadelphia,28913.0,50614.0,36.0,9923.0,13856.0,#66a4c9,#00eb00,#ffba00,#ff7156,#c786c7
19193,PA,Philadelphia,40.0018,-75.1179,Philadelphia,29678.0,57237.0,33.0,10675.0,9561.0,#64a2c8,#00e000,#ffc400,#ff6b52,#ce8ece
19194,PA,Philadelphia,40.0018,-75.1179,Philadelphia,29777.0,71154.0,39.0,11468.0,9840.0,#63a2c8,#00ca00,#ffaf00,#ff664d,#ce8dce
19195,PA,Philadelphia,39.9525,-75.1645,Philadelphia,21860.0,53985.0,36.0,8276.0,10583.0,#7eb5d3,#00e600,#ffba00,#ff7c5f,#cc8ccc
19196,PA,Philadelphia,40.0018,-75.1179,Philadelphia,20382.0,44921.0,34.0,7737.0,8293.0,#82b9d4,#00f400,#ffc100,#ff8062,#d090d0
19197,PA,Philadelphia,40.0018,-75.1179,Philadelphia,40785.0,66669.0,35.0,17594.0,48029.0,#3f88b9,#00d100,#ffbd00,#ff3a2c,#924692
08201,NJ,Atlantic,39.4218,-74.4949,Absecon,16158.0,47841.0,41.0,4609.0,759.0,#91c3da,#00f000,#ffa900,#ff9773,#dc9edc
08202,NJ,Atlantic,39.0951,-74.7262,Avalon,9550.0,47481.0,42.0,6031.0,756.0,#a6d3e3,#00f000,#ffa500,#ff8c6b,#dc9edc
08203,NJ,Atlantic,39.4101,-74.3646,Brigantine,15304.0,58049.0,41.0,7527.0,818.0,#93c5db,#00df00,#ffa900,#ff8263,#dc9edc
08204,NJ,Atlantic,38.9711,-74.9214,Cape May,14796.0,57260.0,45.0,6738.0,783.0,#95c6dc,#00e000,#ff9b00,#ff8767,#dc9edc
08205,NJ,Atlantic,39.4745,-74.4575,Absecon,10523.0,50388.0,43.0,5677.0,823.0,#a3d1e2,#00ec00,#ffa200,#ff8f6d,#dc9edc
08210,NJ,Atlantic,39.1378,-74.7806,Cape May Court House,33016.0,81537.0,45.0,12855.0,2370.0,#599ac4,#00b900,#ff9b00,#ff5c46,#d99bd9
08212,NJ,Atlantic,38.9372,-74.9654,Cape May Point,12423.0,56906.0,42.0,5195.0,517.0,#9dccdf,#00e100,#ffa500,#ff9270,#dc9fdc
08213,NJ,Atlantic,39.5092,-74.6086,Cologne,13976.0,52075.0,44.0,6814.0,808.0,#98c8dd,#00e900,#ff9e00,#ff8767,#dc9edc
08214,NJ,Atlantic,39.1932,-74.8252,Dennisville,34153.0,79910.0,38.0,11999.0,2749.0,#5598c2,#00bb00,#ffb300,#ff624a,#d99bd9
08215,NJ,Atlantic,39.5331,-74.6177,Egg Harbor City,10572.0,51170.0,45.0,5858.0,449.0,#a3d1e2,#00ea00,#ff9b00,#ff8e6c,#dc9fdc
08217,NJ,Atlantic,39.5737,-74.72,Elwood,15039.0,58806.0,45.0,7370.0,470.0,#94c6dc,#00de00,#ff9b00,#ff8364,#dc9fdc
08218,NJ,Atlantic,39.1415,-74.8529,Goshen,19543.0,65625.0,43.0,7006.0,3355.0,#85bbd6,#00d300,#ffa200,#ff8666,#d89ad8
08219,NJ,Atlantic,39.0462,-74.9013,Green Creek,10737.0,60678.0,39.0,7402.0,806.0,#a3d0e1,#00db00,#ffaf00,#ff8364,#dc9edc
08220,NJ,Atlantic,39.4921,-74.429,Leeds Point,10637.0,62253.0,42.0,5266.0,555.0,#a3d0e2,#00d800,#ffa500,#ff926f,#dc9fdc
08221,NJ,Atlantic,39.3469,-74.5807,Linwood,13160.0,49111.0,39.0,4248.0,819.0,#9acade,#00ee00,#ffaf00,#ff9975,#dc9edc
08223,NJ,Atlantic,39.2586,-74.6593,Marmora,16324.0,50065.0,44.0,6431.0,701.0,#90c3da,#00ec00,#ff9e00,#ff8a69,#dc9fdc
08224,NJ,Atlantic,39.5923,-74.451,New Gretna,10516.0,47150.0,45.0,4274.0,813.0,#a3d1e2,#00f100,#ff9b00,#ff9975,#dc9edc
08225,NJ,Atlantic,39.3703,-74.5552,Northfield,16830.0,60864.0,43.0,4638.0,634.0,#8ec1d9,#00db00,#ffa200,#ff9673,#dc9fdc
08226,NJ,Atlantic,39.2709,-74.5875,Ocean City,15843.0,79367.0,38.0,6062.0,2193.0,#92c4db,#00bc00,#ffb300,#ff8c6b,#d99cd9
08230,NJ,Atlantic,39.2154,-74.7075,Ocean View,10472.0,54704.0,41.0,4132.0,631.0,#a3d1e2,#00e500,#ffa900,#ff9a75,#dc9fdc
08231,NJ,Atlantic,39.4712,-74.4604,Oceanville,10911.0,50489.0,45.0,6005.0,648.0,#a2d0e1,#00eb00,#ff9b00,#ff8d6b,#dc9fdc
08232,NJ,Atlantic,39.3876,-74.5149,Pleasantville,14563.0,55672.0,43.0,6784.0,648.0,#96c7dc,#00e300,#ffa200,#ff8767,#dc9fdc
08234,NJ,Atlantic,39.3741,-74.6118,Egg Harbor Township,18756.0,52255.0,42.0,7116.0,4132.0,#88bdd7,#00e900,#ffa500,#ff8565,#d698d6
08240,NJ,Atlantic,39.4877,-74.5543,Pomona,12823.0,52677.0,45.0,6936.0,364.0,#9ccbdf,#00e800,#ff9b00,#ff8666,#dc9fdc
08241,NJ,Atlantic,39.5272,-74.4903,Port Republic,14390.0,57955.0,41.0,6059.0,558.0,#96c7dd,#00df00,#ffa900,#ff8c6b,#dc9fdc
08242,NJ,Atlantic,39.0196,-74.8756,Rio Grande,13249.0,67201.0,43.0,4767.0,532.0,#9acade,#00d000,#ffa200,#ff9672,#dc9fdc
08243,NJ,Atlantic,39.154,-74.7005,Sea Isle City,13018.0,57819.0,39.0,5763.0,615.0,#9bcbde,#00df00,#ffaf00,#ff8e6c,#dc9fdc
08244,NJ,Atlantic,39.3223,-74.6008,Somers Point,13971.0,60223.0,43.0,5574.0,549.0,#98c8dd,#00dc00,#ffa200,#ff906d,#dc9fdc
08245,NJ,Atlantic,39.1,-74.8487,South Dennis,11226.0,56149.0,41.0,7373.0,679.0,#a1cfe1,#00e200,#ffa900,#ff8364,#dc9fdc
08246,NJ,Atlantic,39.179,-74.7599,South Seaville,34977.0,80007.0,43.0,12576.0,2728.0,#5296c1,#00bb00,#ffa200,#ff5e47,#d99bd9
08247,NJ,Atlantic,39.0533,-74.762,Stone Harbor,15241.0,49125.0,42.0,7421.0,716.0,#94c5db,#00ee00,#ffa500,#ff8363,#dc9fdc
08248,NJ,Atlantic,39.1992,-74.6554,Strathmere,16810.0,57048.0,40.0,5513.0,466.0,#8ec2d9,#00e100,#ffac00,#ff906e,#dc9fdc
08250,NJ,Atlantic,39.2901,-74.7538,Tuckahoe,22788.0,58526.0,44.0,8763.0,3323.0,#7ab3d1,#00de00,#ff9e00,#ff795c,#d89ad8
08251,NJ,Atlantic,39.0219,-74.9354,Villas,16417.0,62953.0,42.0,5608.0,407.0,#90c2da,#00d700,#ffa500,#ff906d,#dc9fdc
08252,NJ,Atlantic,39.0421,-74.8618,Whitesboro,12969.0,60144.0,40.0,4262.0,708.0,#9bcbde,#00dc00,#ffac00,#ff9975,#dc9fdc
08260,NJ,Atlantic,38.9949,-74.838,Wildwood,11662.0,56493.0,41.0,4584.0,364.0,#9fcee0,#00e200,#ffa900,#ff9773,#dc9fdc
08270,NJ,Atlantic,39.2716,-74.7968,Woodbine,30933.0,74342.0,45.0,12065.0,6235.0,#5f9fc6,#00c500,#ff9b00,#ff614a,#d394d3
08302,NJ,Atlantic,39.3762,-75.1617,Bridgeton,14899.0,54315.0,41.0,6507.0,453.0,#95c6dc,#00e500,#ffa900,#ff8968,#dc9fdc
08310,NJ,Atlantic,39.537,-74.8895,Buena,15629.0,76495.0,44.0,5892.0,753.0,#92c4db,#00c100,#ff9e00,#ff8d6c,#dc9edc
08311,NJ,Atlantic,39.337,-75.1994,Cedarville,10610.0,49821.0,40.0,5762.0,498.0,#a3d1e2,#00ed00,#ffac00,#ff8e6c,#dc9fdc
08312,NJ,Atlantic,39.659,-75.0942,Clayton,12694.0,52743.0,43.0,5882.0,609.0,#9ccbdf,#00e800,#ffa200,#ff8e6c,#dc9fdc
08313,NJ,Atlantic,39.5293,-75.2249,Deerfield Street,15905.0,54058.0,44.0,4756.0,622.0,#91c4db,#00e600,#ff9e00,#ff9672,#dc9fdc
08314,NJ,Atlantic,39.2023,-74.9705,Delmont,16264.0,72226.0,39.0,6311.0,1610.0,#90c3da,#00c800,#ffaf00,#ff8a69,#da9dda
08315,NJ,Atlantic,39.2732,-75.095,Dividing Creek,13378.0,57003.0,41.0,5872.0,812.0,#9acade,#00e100,#ffa900,#ff8e6c,#dc9edc
08316,NJ,Atlantic,39.2679,-74.9791,Dorchester,10693.0,59379.0,43.0,4701.0,685.0,#a3d0e2,#00dd00,#ffa200,#ff9672,#dc9fdc
08317,NJ,Atlantic,39.4031,-74.8316,Dorothy,11132.0,61644.0,42.0,4647.0,771.0,#a1cfe1,#00d900,#ffa500,#ff9673,#dc9edc
08318,NJ,Atlantic,39.5691,-75.163,Elmer,27362.0,76937.0,38.0,9815.0,2577.0,#6ba8cb,#00c000,#ffb300,#ff7156,#d99bd9
08319,NJ,Atlantic,39.3783,-74.8165,Estell Manor,14792.0,62919.0,42.0,5382.0,581.0,#95c6dc,#00d700,#ffa500,#ff916f,#dc9fdc
08320,NJ,Atlantic,39.3799,-75.2217,Fairton,11203.0,51733.0,40.0,6107.0,683.0,#a1cfe1,#00e900,#ffac00,#ff8c6b,#dc9fdc
08321,NJ,Atlantic,39.2189,-75.1403,Fortescue,15263.0,55229.0,41.0,6251.0,529.0,#93c5db,#00e400,#ffa900,#ff8b6a,#dc9fdc
08322,NJ,Atlantic,39.6156,-75.0409,Franklinville,28643.0,79552.0,43.0,9712.0,1752.0,#67a5c9,#00bc00,#ffa200,#ff7257,#da9dda
08323,NJ,Atlantic,39.4055,-75.3209,Greenwich,15669.0,46839.0,43.0,7331.0,404.0,#92c4db,#00f100,#ffa200,#ff8364,#dc9fdc
08324,NJ,Atlantic,39.224,-74.9942,Heislerville,16819.0,51423.0,39.0,6703.0,646.0,#8ec2d9,#00ea00,#ffaf00,#ff8867,#dc9fdc
08326,NJ,Atlantic,39.5239,-74.9377,Landisville,16429.0,59138.0,40.0,6086.0,2399.0,#90c2da,#00dd00,#ffac00,#ff8c6b,#d99bd9
08327,NJ,Atlantic,39.2568,-74.9874,Leesburg,12664.0,50624.0,41.0,6451.0,838.0,#9cccdf,#00eb00,#ffa900,#ff8969,#dc9edc
08328,NJ,Atlantic,39.5755,-75.0582,Malaga,9806.0,61714.0,41.0,7112.0,498.0,#a6d2e3,#00d900,#ffa900,#ff8565,#dc9fdc
08329,NJ,Atlantic,39.2853,-74.9983,Mauricetown,10878.0,61691.0,40.0,7060.0,812.0,#a2d0e1,#00d900,#ffac00,#ff8565,#dc9edc
08330,NJ,Atlantic,39.432,-74.6962,Mays Landing,25432.0,83732.0,39.0,9237.0,1440.0,#72adce,#00b500,#ffaf00,#ff765a,#db9ddb
08332,NJ,Atlantic,39.3673,-75.0293,Millville,13041.0,46967.0,39.0,6780.0,521.0,#9bcbde,#00f100,#ffaf00,#ff8767,#dc9fdc
08340,NJ,Atlantic,39.4451,-74.8667,Milmay,15026.0,60010.0,42.0,6511.0,386.0,#94c6dc,#00dc00,#ffa500,#ff8968,#dc9fdc
08341,NJ,Atlantic,39.5155,-74.9467,Minotola,11309.0,50601.0,45.0,5731.0,733.0,#a1cfe1,#00eb00,#ff9b00,#ff8f6d,#dc9fdc
08342,NJ,Atlantic,39.5021,-74.8335,Mizpah,10494.0,66268.0,40.0,3734.0,613.0,#a3d1e2,#00d200,#ffac00,#ff9d78,#dc9fdc
08343,NJ,Atlantic,39.6442,-75.1568,Monroeville,12098.0,57045.0,45.0,6962.0,431.0,#9ecde0,#00e100,#ff9b00,#ff8666,#dc9fdc
08344,NJ,Atlantic,39.5553,-75.0276,Newfield,16200.0,57580.0,40.0,6598.0,830.0,#90c3da,#00e000,#ffac00,#ff8868,#dc9edc
08345,NJ,Atlantic,39.2832,-75.1716,Newport,10192.0,58109.0,42.0,6907.0,414.0,#a4d2e2,#00df00,#ffa500,#ff8666,#dc9fdc
08346,NJ,Atlantic,39.5645,-74.859,Newtonville,13179.0,54430.0,40.0,4736.0,1195.0,#9acade,#00e500,#ffac00,#ff9672,#db9edb
08347,NJ,Atlantic,39.4998,-75.082,Norma,14335.0,61199.0,39.0,5081.0,596.0,#97c8dd,#00da00,#ffaf00,#ff9370,#dc9fdc
08348,NJ,Atlantic,39.3131,-74.9807,Port Elizabeth,11625.0,49515.0,45.0,6772.0,685.0,#a0cee0,#00ed00,#ff9b00,#ff8767,#dc9fdc
08349,NJ,Atlantic,39.2563,-75.0506,Port Norris,11998.0,51853.0,40.0,5640.0,414.0,#9ecde0,#00e900,#ffac00,#ff8f6d,#dc9fdc
08350,NJ,Atlantic,39.485,-74.8776,Richland,18145.0,84618.0,39.0,7175.0,1383.0,#8abed8,#00b400,#ffaf00,#ff8465,#db9ddb
08352,NJ,Atlantic,39.4782,-75.1313,Rosenhayn,11460.0,46869.0,42.0,5231.0,535.0,#a0cee0,#00f100,#ffa500,#ff926f,#dc9fdc
08353,NJ,Atlantic,39.4594,-75.297,Shiloh,13730.0,56685.0,43.0,5928.0,527.0,#99c9dd,#00e100,#ffa200,#ff8d6c,#dc9fdc
08360,NJ,Atlantic,39.4818,-75.0091,Vineland,11573.0,46838.0,43.0,7319.0,688.0,#a0cee0,#00f100,#ffa200,#ff8364,#dc9fdc
08361,NJ,Atlantic,39.4655,-74.9653,Vineland,15282.0,55625.0,44.0,7491.0,513.0,#93c5db,#00e300,#ff9e00,#ff8263,#dc9fdc
08362,NJ,Atlantic,39.4862,-75.0257,Vineland,9638.0,49382.0,41.0,3632.0,1199.0,#a6d3e3,#00ed00,#ffa900,#ff9e78,#db9edb
08001,NJ,Burlington,39.5591,-75.3506,Alloway,16183.0,75878.0,39.0,5690.0,1090.0,#90c3da,#00c200,#ffaf00,#ff8f6d,#db9edb
08002,NJ,Burlington,39.9308,-75.0175,Cherry Hill,19386.0,70973.0,42.0,6564.0,1014.0,#86bbd6,#00ca00,#ffa500,#ff8968,#db9edb
08003,NJ,Burlington,39.8805,-74.9706,Cherry Hill,12106.0,89239.0,43.0,6469.0,732.0,#9ecde0,#00ac00,#ffa200,#ff8969,#dc9fdc
08004,NJ,Burlington,39.76,-74.8665,Atco,20030.0,86769.0,40.0,6346.0,1044.0,#84bad5,#00b000,#ffac00,#ff8a69,#db9edb
08005,NJ,Burlington,39.7552,-74.247,Barnegat,15509.0,80106.0,41.0,7237.0,997.0,#93c5db,#00bb00,#ffa900,#ff8464,#db9edb
08006,NJ,Burlington,39.7512,-74.1146,Barnegat Light,19022.0,85369.0,38.0,6410.0,971.0,#87bcd6,#00b300,#ffb300,#ff8a69,#db9edb
08007,NJ,Burlington,39.8651,-75.0564,Barrington,17019.0,76355.0,41.0,7750.0,1356.0,#8ec1d9,#00c100,#ffa900,#ff8062,#db9ddb
08008,NJ,Burlington,39.6411,-74.1922,Beach Haven,12157.0,75795.0,41.0,4630.0,680.0,#9ecde0,#00c200,#ffa900,#ff9673,#dc9fdc
08009,NJ,Burlington,39.7788,-74.9308,Berlin,19881.0,89610.0,43.0,4486.0,760.0,#84bad5,#00ac00,#ffa200,#ff9873,#dc9edc
08010,NJ,Burlington,40.0565,-74.9114,Beverly,32953.0,57353.0,41.0,11415.0,11996.0,#599ac4,#00e000,#ffa900,#ff664e,#ca89ca
08011,NJ,Burlington,39.976,-74.7114,Birmingham,15866.0,87167.0,44.0,7012.0,1344.0,#91c4db,#00b000,#ff9e00,#ff8566,#db9ddb
08012,NJ,Burlington,39.7901,-75.0367,Blackwood,16115.0,70730.0,42.0,6520.0,1289.0,#91c3da,#00ca00,#ffa500,#ff8968,#db9ddb
08014,NJ,Burlington,39.8016,-75.3478,Bridgeport,36860.0,80338.0,38.0,13666.0,5706.0,#4c91be,#00bb00,#ffb300,#ff5641,#d495d4
08015,NJ,Burlington,39.9597,-74.5655,Browns Mills,14274.0,92709.0,39.0,7479.0,750.0,#97c8dd,#00a700,#ffaf00,#ff8263,#dc9edc
08016,NJ,Burlington,40.068,-74.8454,Burlington,17039.0,70268.0,40.0,8182.0,1296.0,#8ec1d9,#00cb00,#ffac00,#ff7d5f,#db9ddb
08018,NJ,Burlington,39.7154,-74.9007,Cedar Brook,39083.0,62813.0,42.0,14779.0,17402.0,#448cbb,#00d700,#ffa500,#ff4e3b,#c27fc2
08019,NJ,Burlington,39.8019,-74.5256,Chatsworth,14209.0,71518.0,41.0,6185.0,1257.0,#97c8dd,#00c900,#ffa900,#ff8b6a,#db9edb
08020,NJ,Burlington,39.7992,-75.2237,Clarksboro,14310.0,87082.0,42.0,4607.0,1037.0,#97c8dd,#00b000,#ffa500,#ff9773,#db9edb
08021,NJ,Burlington,39.8036,-75.0058,Clementon,12412.0,87259.0,41.0,7192.0,943.0,#9dccdf,#00b000,#ffa900,#ff8465,#db9edb
08022,NJ,Burlington,40.0642,-74.6899,Columbus,39570.0,85678.0,37.0,15959.0,8744.0,#438abb,#00b200,#ffb600,#ff4635,#cf90cf
08023,NJ,Burlington,39.6815,-75.4934,Deepwater,15805.0,92594.0,38.0,4782.0,618.0,#92c4db,#00a700,#ffb300,#ff9572,#dc9fdc
08025,NJ,Burlington,39.7015,-75.1629,Ewan,11690.0,73424.0,42.0,6635.0,1197.0,#9fcee0,#00c600,#ffa500,#ff8868,#db9edb
08026,NJ,Burlington,39.8365,-74.971,Gibbsboro,25025.0,69288.0,38.0,9530.0,2090.0,#73aece,#00cd00,#ffb300,#ff7358,#da9cda
08027,NJ,Burlington,39.8231,-75.2751,Gibbstown,18567.0,83720.0,43.0,4490.0,806.0,#89bdd7,#00b500,#ffa200,#ff9773,#dc9edc
08028,NJ,Burlington,39.7068,-75.1172,Glassboro,13406.0,93703.0,39.0,5977.0,803.0,#9acade,#00a500,#ffaf00,#ff8d6b,#dc9edc
08029,NJ,Burlington,39.8404,-75.0697,Glendora,19954.0,78582.0,43.0,4966.0,623.0,#84bad5,#00be00,#ffa200,#ff9471,#dc9fdc
08030,NJ,Burlington,39.8911,-75.117,Gloucester City,28422.0,90612.0,40.0,11149.0,3909.0,#68a5ca,#00aa00,#ffac00,#ff684f,#d799d7
08031,NJ,Burlington,39.8689,-75.0944,Bellmawr,15383.0,83224.0,39.0,6021.0,1316.0,#93c5db,#00b600,#ffaf00,#ff8d6b,#db9ddb
08032,NJ,Burlington,39.7788,-75.0601,Grenloch,15295.0,85397.0,41.0,6923.0,1235.0,#93c5db,#00b300,#ffa900,#ff8666,#db9edb
08033,NJ,Burlington,39.8954,-75.0417,Haddonfield,13477.0,82488.0,38.0,8081.0,769.0,#99cade,#00b700,#ffb300,#ff7e60,#dc9edc
08034,NJ,Burlington,39.9074,-75.0008,Cherry Hill,25261.0,66722.0,38.0,8913.0,5873.0,#72adce,#00d100,#ffb300,#ff785b,#d495d4
08035,NJ,Burlington,39.8788,-75.0664,Haddon Heights,13025.0,73898.0,41.0,5267.0,806.0,#9bcbde,#00c500,#ffa900,#ff926f,#dc9edc
08036,NJ,Burlington,39.9872,-74.8293,Hainesport,18326.0,75967.0,44.0,5388.0,1127.0,#89bed7,#00c200,#ff9e00,#ff916f,#db9edb
08037,NJ,Burlington,39.638,-74.7728,Hammonton,16627.0,93302.0,38.0,5334.0,948.0,#8fc2da,#00a600,#ffb300,#ff916f,#db9edb
08038,NJ,Burlington,39.4716,-75.4902,Hancocks Bridge,40087.0,94214.0,43.0,14171.0,6339.0,#4189ba,#00a400,#ffa200,#ff523f,#d394d3
08039,NJ,Burlington,39.6931,-75.2711,Harrisonville,20647.0,80063.0,44.0,4803.0,1189.0,#82b8d4,#00bb00,#ff9e00,#ff9572,#db9edb
08041,NJ,Burlington,40.0387,-74.6873,Jobstown,13632.0,92625.0,41.0,7887.0,608.0,#99c9de,#00a700,#ffa900,#ff7f61,#dc9fdc
08042,NJ,Burlington,40.0123,-74.6646,Juliustown,44196.0,62424.0,37.0,15523.0,3732.0,#337fb4,#00d800,#ffb600,#ff4937,#d799d7
08043,NJ,Burlington,39.8504,-74.9646,Voorhees,15864.0,84545.0,43.0,6649.0,1321.0,#91c4db,#00b400,#ffa200,#ff8868,#db9ddb
08045,NJ,Burlington,39.8676,-75.0317,Lawnside,18529.0,80863.0,43.0,6978.0,1228.0,#89bdd7,#00ba00,#ffa200,#ff8666,#db9edb
08046,NJ,Burlington,40.029,-74.8835,Willingboro,31982.0,81431.0,36.0,11732.0,3381.0,#5c9dc5,#00b900,#ffba00,#ff644c,#d89ad8
08048,NJ,Burlington,39.9651,-74.8067,Lumberton,18796.0,90894.0,44.0,4554.0,1098.0,#88bdd7,#00aa00,#ff9e00,#ff9773,#db9edb
08049,NJ,Burlington,39.8538,-75.0393,Magnolia,13480.0,86512.0,42.0,6393.0,809.0,#99cade,#00b100,#ffa500,#ff8a69,#dc9edc
08050,NJ,Burlington,39.705,-74.2604,Manahawkin,38385.0,73639.0,38.0,13309.0,3606.0,#478dbc,#00c600,#ffb300,#ff5843,#d799d7
08051,NJ,Burlington,39.787,-75.1785,Mantua,14514.0,70636.0,41.0,6664.0,890.0,#96c7dc,#00cb00,#ffa900,#ff8868,#db9edb
08052,NJ,Burlington,39.9511,-74.9946,Maple Shade,11463.0,79498.0,44.0,5449.0,1151.0,#a0cee0,#00bc00,#ff9e00,#ff916e,#db9edb
08053,NJ,Burlington,39.8845,-74.9067,Marlton,13319.0,81850.0,38.0,6444.0,779.0,#9acade,#00b800,#ffb300,#ff8a69,#dc9edc
08054,NJ,Burlington,39.9478,-74.9036,Mount Laurel,17776.0,63711.0,42.0,6767.0,6105.0,#8bbfd8,#00d600,#ffa500,#ff8767,#d394d3
08055,NJ,Burlington,39.8637,-74.8223,Medford,15980.0,84958.0,43.0,6439.0,1259.0,#91c4da,#00b300,#ffa200,#ff8a69,#db9edb
08056,NJ,Burlington,39.7857,-75.2498,Mickleton,15254.0,92240.0,41.0,7515.0,838.0,#94c5db,#00a700,#ffa900,#ff8263,#dc9edc
08057,NJ,Burlington,39.9683,-74.9533,Moorestown,20793.0,71703.0,41.0,7361.0,758.0,#81b8d4,#00c900,#ffa900,#ff8364,#dc9edc
08059,NJ,Burlington,39.8827,-75.0929,Mount Ephraim,16316.0,77836.0,43.0,5583.0,1296.0,#90c3da,#00bf00,#ffa200,#ff906d,#db9ddb
08060,NJ,Burlington,40.0086,-74.7896,Mount Holly,20491.0,91618.0,43.0,8158.0,656.0,#82b9d4,#00a800,#ffa200,#ff7d5f,#dc9fdc
08061,NJ,Burlington,39.8097,-75.2082,Mount Royal,18562.0,88325.0,42.0,6366.0,616.0,#89bdd7,#00ae00,#ffa500,#ff8a69,#dc9fdc
08062,NJ,Burlington,39.7252,-75.2065,Mullica Hill,27251.0,58224.0,41.0,11083.0,2734.0,#6ca8cb,#00df00,#ffa900,#ff684f,#d99bd9
08063,NJ,Burlington,39.8664,-75.1794,National Park,13720.0,74538.0,38.0,6392.0,911.0,#99c9dd,#00c400,#ffb300,#ff8a69,#db9edb
08064,NJ,Burlington,39.9582,-74.6279,New Lisbon,15461.0,93084.0,40.0,6659.0,1207.0,#93c5db,#00a600,#ffac00,#ff8868,#db9edb
08065,NJ,Burlington,40.0037,-75.0257,Palmyra,15575.0,83137.0,41.0,7299.0,1212.0,#92c5db,#00b600,#ffa900,#ff8364,#db9edb
08066,NJ,Burlington,39.8312,-75.2242,Paulsboro,23536.0,89531.0,36.0,9413.0,2915.0,#78b1d0,#00ac00,#ffba00,#ff7459,#d89ad8
08067,NJ,Burlington,39.7435,-75.412,Pedricktown,18889.0,73068.0,40.0,5698.0,1328.0,#87bdd7,#00c700,#ffac00,#ff8f6d,#db9ddb
08068,NJ,Burlington,39.9712,-74.6676,Pemberton,12354.0,88745.0,38.0,6366.0,943.0,#9dccdf,#00ad00,#ffb300,#ff8a69,#db9edb
08069,NJ,Burlington,39.6994,-75.4495,Penns Grove,18241.0,91788.0,41.0,7500.0,752.0,#8abed7,#00a800,#ffa900,#ff8263,#dc9edc
08070,NJ,Burlington,39.6491,-75.5155,Pennsville,21208.0,60109.0,40.0,8367.0,5877.0,#80b7d3,#00dc00,#ffac00,#ff7c5e,#d495d4
08071,NJ,Burlington,39.7312,-75.1297,Pitman,18095.0,71864.0,40.0,4621.0,982.0,#8abed8,#00c900,#ffac00,#ff9773,#db9edb
08072,NJ,Burlington,39.5459,-75.4124,Quinton,16617.0,91704.0,42.0,7503.0,653.0,#8fc2da,#00a800,#ffa500,#ff8263,#dc9fdc
08073,NJ,Burlington,40.0095,-74.8668,Rancocas,18053.0,71447.0,44.0,6830.0,1086.0,#8abfd8,#00c900,#ff9e00,#ff8767,#db9edb
08074,NJ,Burlington,39.7206,-75.1681,Richwood,28967.0,75172.0,36.0,12040.0,5675.0,#66a4c9,#00c300,#ffba00,#ff624a,#d495d4
08075,NJ,Burlington,40.0293,-74.9497,Riverside,19302.0,73708.0,42.0,6289.0,834.0,#86bcd6,#00c600,#ffa500,#ff8b6a,#dc9edc
08076,NJ,Burlington,40.0115,-75.0149,Riverton,15424.0,79089.0,43.0,5383.0,1277.0,#93c5db,#00bd00,#ffa200,#ff916f,#db9edb
08077,NJ,Burlington,40.002,-74.9952,Riverton,17658.0,72207.0,42.0,5323.0,775.0,#8cbfd8,#00c800,#ffa500,#ff926f,#dc9edc
08078,NJ,Burlington,39.8508,-75.0742,Runnemede,38589.0,72773.0,42.0,14292.0,6512.0,#468dbc,#00c700,#ffa500,#ff513e,#d394d3
08079,NJ,Burlington,39.5591,-75.4521,Salem,20716.0,77941.0,40.0,5126.0,1090.0,#81b8d4,#00bf00,#ffac00,#ff9370,#db9edb
08080,NJ,Burlington,39.7473,-75.0899,Sewell,17127.0,88183.0,44.0,6776.0,601.0,#8dc1d9,#00ae00,#ff9e00,#ff8767,#dc9fdc
08081,NJ,Burlington,39.7354,-74.9864,Sicklerville,13990.0,86379.0,40.0,7357.0,1392.0,#98c8dd,#00b100,#ffac00,#ff8364,#db9ddb
08083,NJ,Burlington,39.84,-75.0309,Somerdale,16089.0,86876.0,42.0,4848.0,1173.0,#91c3da,#00b000,#ffa500,#ff9571,#db9edb
08084,NJ,Burlington,39.8288,-75.0147,Stratford,15886.0,83001.0,42.0,6104.0,1233.0,#91c4db,#00b600,#ffa500,#ff8c6b,#db9edb
08085,NJ,Burlington,39.7529,-75.3362,Swedesboro,12627.0,90538.0,42.0,4611.0,1286.0,#9cccdf,#00aa00,#ffa500,#ff9773,#db9ddb
08086,NJ,Burlington,39.8457,-75.1943,Thorofare,44981.0,64768.0,36.0,18349.0,4739.0,#317db3,#00d400,#ffba00,#ff3428,#d597d5
08087,NJ,Burlington,39.5881,-74.3646,Tuckerton,15725.0,79693.0,44.0,7111.0,932.0,#92c4db,#00bc00,#ff9e00,#ff8565,#db9edb
08088,NJ,Burlington,39.8604,-74.6693,Vincentown,12159.0,93865.0,41.0,4594.0,719.0,#9ecde0,#00a500,#ffa900,#ff9773,#dc9fdc
08089,NJ,Burlington,39.7215,-74.8609,Waterford Works,11491.0,92907.0,41.0,7409.0,652.0,#a0cee0,#00a600,#ffa900,#ff8363,#dc9fdc
08090,NJ,Burlington,39.7993,-75.1536,Wenonah,20783.0,85811.0,39.0,8077.0,3045.0,#81b8d4,#00b200,#ffaf00,#ff7e60,#d89ad8
08091,NJ,Burlington,39.8051,-74.9255,West Berlin,12089.0,79585.0,42.0,6557.0,613.0,#9ecde0,#00bc00,#ffa500,#ff8968,#dc9fdc
